vehicle_record_id,vehicle_id,registration_number,owner_person_id,vehicle_type,make,model,registration_date,event_datetime,location_id,location,event_type,status,case_id
VREC-002736,V-000536,CG-23-QF-6375,P-000870,VAN,Mahindra,Eeco,2026-01-01,2026-01-04 13:12:39,L-000059,"IT Park, Chennai",REGISTERED,ACTIVE,
VREC-002737,V-000089,TN-90-UE-1841,P-001960,CAR,Hyundai,Swift,2026-01-01,2026-07-03 17:34:44,L-000152,"Warehouse Zone, Coimbatore",REGISTERED,ACTIVE,
VREC-002738,V-000165,PB-33-ZH-9682,P-001574,TRUCK,Bharat Benz,Truck 3520,2026-01-01,2026-06-19 04:08:42,L-000147,"Port Area, Tiruchirappalli",MOVED,ACTIVE,CR-2026-2011
VREC-002739,V-000545,TS-83-EZ-9550,P-001981,BIKE,Yamaha,FZ,2026-01-01,2026-08-25 20:04:19,L-000160,"Industrial Estate, Thoothukudi",SEEN,ACTIVE,CR-2026-2009
VREC-002740,V-000358,MH-31-FK-6958,P-001743,VAN,Tata,Winger,2026-01-01,2026-06-04 07:08:49,L-000120,"SIPCOT, Nagapattinam",MOVED,INACTIVE,CR-2026-2002
VREC-002741,V-000207,KA-47-JF-7149,P-001658,VAN,Maruti,Trax,2026-01-01,2026-05-10 19:54:48,L-000037,"Port Area, Karur",MOVED,ACTIVE,CR-2026-2002
VREC-002742,V-000428,BR-46-QQ-4819,P-000639,BIKE,Honda,FZ,2026-01-01,2026-07-30 18:23:08,L-000001,"Old Town, Erode",SEEN,ACTIVE,
VREC-002743,V-000476,AP-98-RA-2775,P-001087,BIKE,Yamaha,Shine,2026-01-01,2026-08-22 08:01:44,L-000052,"Bus Stand, Erode",SEEN,ACTIVE,CR-2026-2004
VREC-002744,V-000242,AP-06-GB-9523,P-000981,VAN,Mahindra,Trax,2026-01-01,2026-03-03 06:57:48,L-000045,"Industrial Estate, Cuddalore",REGISTERED,ACTIVE,
VREC-002745,V-000453,AP-52-OR-3383,P-000113,CAR,Maruti,Thar,2026-01-01,2026-04-29 06:51:26,L-000052,"Bus Stand, Erode",MOVED,ACTIVE,
VREC-002746,V-000649,KA-05-AE-8927,P-001858,VAN,Tata,Winger,2026-01-01,2026-04-02 18:20:39,L-000048,"Auto Nagar, Nagercoil",SEEN,ACTIVE,CR-2026-2016
VREC-002747,V-000016,MP-69-QT-2031,P-000233,CAR,Tata,Nexon,2026-01-01,2026-03-29 17:21:38,L-000153,"University Road, Krishnagiri",SEEN,INACTIVE,CR-2026-2016
VREC-002748,V-000368,DL-86-QL-4025,P-001911,CAR,Toyota,Thar,2026-01-01,2026-06-12 23:48:44,L-000011,"Railway Station, Chennai",REGISTERED,ACTIVE,CR-2026-2014
VREC-002749,V-000511,KA-62-IN-3265,P-000050,CAR,Tata,Thar,2026-01-01,2026-05-09 22:52:50,L-000069,"Ring Road, Erode",REGISTERED,ACTIVE,
VREC-002750,V-000377,BR-97-VE-1876,P-001774,CAR,Honda,City,2026-01-01,2026-02-19 18:37:08,L-000073,"Residential Colony, Hosur",REGISTERED,ACTIVE,CR-2026-2018
VREC-002751,V-000034,TS-53-HH-8528,P-001546,BIKE,TVS,Apache,2026-01-01,2026-07-29 14:02:09,L-000167,"Old Town, Dindigul",MOVED,ACTIVE,
VREC-002752,V-000668,DL-84-BM-4968,P-000505,VAN,Force,Winger,2026-01-01,2026-08-27 18:46:16,L-000153,"University Road, Krishnagiri",SEEN,INACTIVE,
VREC-002753,V-000222,RJ-36-KX-3199,P-001913,BIKE,Bajaj,Splendor,2026-01-01,2026-04-23 17:14:57,L-000012,"Bus Stand, Madurai",MOVED,INACTIVE,
VREC-002754,V-000149,PB-35-HT-3042,P-000291,VAN,Mahindra,Trax,2026-01-01,2026-07-05 22:08:22,L-000099,"SIPCOT, Madurai",SEEN,ACTIVE,CR-2026-2003
VREC-002755,V-000400,HR-71-HD-8361,P-000465,CAR,Maruti,Thar,2026-01-01,2026-03-29 12:40:07,L-000074,"IT Park, Chennai",SEEN,ACTIVE,CR-2026-2005
VREC-002756,V-000565,DL-84-VV-5253,P-001152,CAR,Toyota,Nexon,2026-01-01,2026-02-23 03:41:38,L-000181,"Highway Junction, Chennai",REGISTERED,ACTIVE,CR-2026-2013
VREC-002757,V-000256,UP-23-GD-4030,P-001235,VAN,Tata,Supro,2026-01-01,2026-08-26 16:47:19,L-000031,"Highway Junction, Dindigul",SEEN,ACTIVE,
VREC-002758,V-000620,RJ-50-EN-2924,P-001257,CAR,Hyundai,Nexon,2026-01-01,2026-03-25 10:10:00,L-000009,"Highway Junction, Krishnagiri",REGISTERED,INACTIVE,CR-2026-2005
VREC-002759,V-000524,HR-90-YL-8447,P-001643,VAN,Tata,Trax,2026-01-01,2026-03-20 16:51:04,L-000102,"Industrial Estate, Hosur",MOVED,ACTIVE,
VREC-002760,V-000699,WB-45-JN-8120,P-001915,CAR,Tata,Nexon,2026-01-01,2026-08-27 18:21:02,L-000148,"Highway Junction, Madurai",REGISTERED,ACTIVE,
VREC-002761,V-000504,MH-15-UV-9191,P-001284,CAR,Hyundai,Innova,2026-01-01,2026-08-22 08:14:11,L-000188,"Railway Station, Chennai",REGISTERED,ACTIVE,
VREC-002762,V-000215,TS-54-YW-3138,P-000881,CAR,Honda,Innova,2026-01-01,2026-02-19 21:01:02,L-000052,"Bus Stand, Erode",MOVED,ACTIVE,CR-2026-2017
VREC-002763,V-000431,WB-73-CJ-7606,P-001860,CAR,Honda,City,2026-01-01,2026-07-11 22:04:31,L-000153,"University Road, Krishnagiri",REGISTERED,ACTIVE,
VREC-002764,V-000685,HR-46-HU-4407,P-001310,TRUCK,Eicher,LP 1613,2026-01-01,2026-08-11 07:20:22,L-000172,"Warehouse Zone, Chennai",MOVED,ACTIVE,
VREC-002765,V-000259,BR-23-XG-6070,P-001741,BIKE,TVS,FZ,2026-01-01,2026-08-17 16:39:15,L-000160,"Industrial Estate, Thoothukudi",SEEN,ACTIVE,
VREC-002766,V-000158,KA-08-XO-9589,P-001200,CAR,Mahindra,Swift,2026-01-01,2026-02-09 23:09:46,L-000043,"Textile Market, Karur",SEEN,ACTIVE,
VREC-002767,V-000582,TS-29-JK-2560,P-000059,CAR,Honda,Swift,2026-01-01,2026-07-04 09:43:37,L-000181,"Highway Junction, Chennai",MOVED,ACTIVE,
VREC-002768,V-000661,KA-13-AP-3042,P-000630,CAR,Maruti,Nexon,2026-01-01,2026-05-03 07:23:08,L-000072,"Warehouse Zone, Erode",MOVED,ACTIVE,
VREC-002769,V-000572,MP-79-TF-9936,P-000264,CAR,Hyundai,Nexon,2026-01-01,2026-03-09 21:23:22,L-000168,"Grain Market, Salem",MOVED,ACTIVE,
VREC-002770,V-000116,KA-64-SG-9750,P-001687,BIKE,Hero,Pulsar,2026-01-01,2026-06-02 19:53:19,L-000040,"University Road, Tirunelveli",REGISTERED,ACTIVE,CR-2026-2015
VREC-002771,V-000465,WB-88-IZ-8125,P-000928,CAR,Mahindra,Swift,2026-01-01,2026-02-03 16:41:25,L-000082,"Highway Junction, Nagercoil",SEEN,ACTIVE,
VREC-002772,V-000246,KL-63-UP-7954,P-000488,VAN,Tata,Winger,2026-01-01,2026-01-17 20:00:22,L-000189,"Industrial Estate, Nagapattinam",SEEN,ACTIVE,CR-2026-2012
VREC-002773,V-000483,MH-16-VR-4810,P-000280,BIKE,Hero,Splendor,2026-01-01,2026-08-18 11:04:54,L-000127,"Port Area, Tirunelveli",SEEN,ACTIVE,
VREC-002774,V-000581,RJ-75-BU-4060,P-001971,BIKE,Yamaha,Apache,2026-01-01,2026-06-23 17:08:03,L-000034,"Technology Park, Erode",REGISTERED,ACTIVE,
VREC-002775,V-000087,RJ-44-FT-6359,P-000787,BIKE,Bajaj,Pulsar,2026-01-01,2026-08-10 07:23:40,L-000039,"Port Area, Dindigul",REGISTERED,ACTIVE,CR-2026-2018
VREC-002776,V-000547,HR-94-CT-9432,P-000193,TRUCK,Bharat Benz,LP 1613,2026-01-01,2026-08-05 16:03:20,L-000151,"Warehouse Zone, Salem",SEEN,INACTIVE,
VREC-002777,V-000192,TN-44-QR-2532,P-000240,CAR,Tata,Innova,2026-01-01,2026-07-29 01:01:59,L-000129,"Warehouse Zone, Nagercoil",REGISTERED,ACTIVE,CR-2026-2009
VREC-002778,V-000681,TS-97-WN-7611,P-000686,BIKE,Yamaha,Shine,2026-01-01,2026-01-21 00:12:03,L-000034,"Technology Park, Erode",REGISTERED,ACTIVE,CR-2026-2009
VREC-002779,V-000481,TS-56-LW-7322,P-001622,VAN,Maruti,Trax,2026-01-01,2026-06-17 01:30:45,L-000165,"Ring Road, Krishnagiri",MOVED,ACTIVE,
VREC-002780,V-000289,RJ-10-AF-2511,P-001745,VAN,Tata,Eeco,2026-01-01,2026-03-17 06:43:19,L-000088,"Bus Stand, Hosur",MOVED,ACTIVE,
VREC-002781,V-000042,TS-83-WC-8409,P-001489,VAN,Maruti,Trax,2026-01-01,2026-01-26 18:43:54,L-000135,"Market Road, Kanniyakumari",SEEN,ACTIVE,
VREC-002782,V-000337,DL-41-ZW-5719,P-000631,CAR,Hyundai,Nexon,2026-01-01,2026-04-27 13:11:59,L-000085,"Warehouse Zone, Thanjavur",MOVED,ACTIVE,
VREC-002783,V-000090,MH-38-LV-6853,P-001877,BIKE,Bajaj,Pulsar,2026-01-01,2026-06-15 08:54:45,L-000020,"Residential Colony, Karur",MOVED,ACTIVE,
VREC-002784,V-000594,DL-43-RR-2336,P-001786,VAN,Mahindra,Trax,2026-01-01,2026-08-19 15:48:11,L-000112,"Bus Stand, Salem",REGISTERED,ACTIVE,CR-2026-2009
VREC-002785,V-000693,MP-05-AN-5002,P-001682,CAR,Honda,Verna,2026-01-01,2026-03-05 02:50:57,L-000014,"Auto Nagar, Nagapattinam",MOVED,ACTIVE,
VREC-002786,V-000125,GJ-93-AT-2415,P-001216,TRUCK,Tata,LP 1613,2026-01-01,2026-06-29 12:16:13,L-000186,"Highway Junction, Nagapattinam",SEEN,ACTIVE,
VREC-002787,V-000248,BR-25-KJ-4889,P-000818,BIKE,Yamaha,FZ,2026-01-01,2026-07-29 19:13:33,L-000020,"Residential Colony, Karur",REGISTERED,ACTIVE,
VREC-002788,V-000004,AP-15-QV-5356,P-001362,BIKE,Bajaj,Splendor,2026-01-01,2026-05-25 23:15:52,L-000081,"Textile Market, Karur",REGISTERED,ACTIVE,
VREC-002789,V-000204,KA-01-VI-5024,P-000381,CAR,Honda,Nexon,2026-01-01,2026-06-18 14:32:31,L-000147,"Port Area, Tiruchirappalli",MOVED,ACTIVE,CR-2026-2013
VREC-002790,V-000071,KA-86-YR-9289,P-000499,CAR,Hyundai,Thar,2026-01-01,2026-06-08 13:58:30,L-000110,"Textile Market, Tirunelveli",SEEN,ACTIVE,CR-2026-2020
VREC-002791,V-000695,BR-57-CD-6867,P-000054,CAR,Honda,Thar,2026-01-01,2026-03-29 01:28:45,L-000135,"Market Road, Kanniyakumari",REGISTERED,ACTIVE,
VREC-002792,V-000064,BR-17-NB-5020,P-000739,TRUCK,Ashok Leyland,Pro 3015,2026-01-01,2026-06-25 00:59:37,L-000086,"Old Town, Kanniyakumari",REGISTERED,ACTIVE,CR-2026-2019
VREC-002793,V-000070,DL-07-ZQ-3020,P-001550,VAN,Force,Trax,2026-01-01,2026-01-11 13:24:58,L-000047,"Industrial Estate, Salem",MOVED,ACTIVE,
VREC-002794,V-000054,MH-22-BP-3554,P-000502,VAN,Tata,Supro,2026-01-01,2026-03-11 00:25:07,L-000111,"Market Road, Kanniyakumari",REGISTERED,ACTIVE,
VREC-002795,V-000600,UP-79-JR-3088,P-000253,BIKE,TVS,Apache,2026-01-01,2026-01-27 23:04:31,L-000167,"Old Town, Dindigul",SEEN,ACTIVE,
VREC-002796,V-000626,BR-24-LV-1943,P-001581,CAR,Hyundai,Verna,2026-01-01,2026-07-18 06:15:13,L-000020,"Residential Colony, Karur",MOVED,ACTIVE,
VREC-002797,V-000625,GJ-29-GR-6551,P-000428,VAN,Tata,Supro,2026-01-01,2026-03-16 01:49:43,L-000072,"Warehouse Zone, Erode",MOVED,ACTIVE,
VREC-002798,V-000688,TN-46-AY-6719,P-000899,BIKE,Honda,Splendor,2026-01-01,2026-03-14 07:51:03,L-000009,"Highway Junction, Krishnagiri",MOVED,ACTIVE,
VREC-002799,V-000653,UP-16-GM-6666,P-000503,CAR,Hyundai,Innova,2026-01-01,2026-03-21 18:45:45,L-000121,"Residential Colony, Nagercoil",SEEN,ACTIVE,
VREC-002800,V-000622,MH-13-VQ-9408,P-001115,BIKE,Bajaj,FZ,2026-01-01,2026-05-04 19:56:52,L-000024,"Bus Stand, Tiruchirappalli",SEEN,ACTIVE,
VREC-002801,V-000396,BR-48-NZ-6050,P-001448,BIKE,Hero,Shine,2026-01-01,2026-06-15 16:48:36,L-000139,"Ring Road, Nagapattinam",REGISTERED,ACTIVE,
VREC-002802,V-000639,KA-58-SN-4604,P-001450,BIKE,Honda,Apache,2026-01-01,2026-01-23 05:29:24,L-000060,"Market Road, Salem",MOVED,ACTIVE,
VREC-002803,V-000236,PB-29-HM-9681,P-000421,BIKE,Bajaj,FZ,2026-01-01,2026-05-13 16:06:52,L-000145,"SIPCOT, Chennai",MOVED,INACTIVE,
VREC-002804,V-000430,KA-54-PK-8754,P-001591,BIKE,TVS,Apache,2026-01-01,2026-02-06 09:54:44,L-000001,"Old Town, Erode",SEEN,ACTIVE,
VREC-002805,V-000343,WB-50-ST-9038,P-001640,CAR,Honda,Verna,2026-01-01,2026-07-17 10:12:54,L-000072,"Warehouse Zone, Erode",SEEN,ACTIVE,CR-2026-2011
VREC-002806,V-000422,KL-79-OZ-1240,P-001629,CAR,Tata,Verna,2026-01-01,2026-03-05 17:00:23,L-000147,"Port Area, Tiruchirappalli",MOVED,INACTIVE,
VREC-002807,V-000344,HR-58-UZ-8226,P-000674,VAN,Mahindra,Trax,2026-01-01,2026-04-14 02:22:17,L-000004,"Grain Market, Thanjavur",MOVED,ACTIVE,CR-2026-2008
VREC-002808,V-000037,MH-95-MT-7228,P-001719,CAR,Tata,Verna,2026-01-01,2026-05-24 07:43:36,L-000191,"IT Park, Cuddalore",MOVED,ACTIVE,CR-2026-2003
VREC-002809,V-000197,AP-93-AC-6283,P-000688,CAR,Honda,City,2026-01-01,2026-01-16 04:32:17,L-000145,"SIPCOT, Chennai",REGISTERED,ACTIVE,
VREC-002810,V-000165,PB-33-ZH-9682,P-001111,TRUCK,Bharat Benz,Truck 3520,2026-01-01,2026-03-02 02:14:15,L-000020,"Residential Colony, Karur",MOVED,ACTIVE,
VREC-002811,V-000095,KL-64-TH-5648,P-001874,CAR,Tata,City,2026-01-01,2026-06-13 10:34:05,L-000016,"University Road, Karur",SEEN,ACTIVE,
VREC-002812,V-000150,AP-15-MS-4132,P-000040,VAN,Tata,Winger,2026-01-01,2026-08-30 23:06:54,L-000052,"Bus Stand, Erode",SEEN,INACTIVE,CR-2026-2018
VREC-002813,V-000354,RJ-92-OD-8680,P-000206,CAR,Mahindra,City,2026-01-01,2026-08-28 17:47:18,L-000034,"Technology Park, Erode",REGISTERED,ACTIVE,
VREC-002814,V-000527,CG-59-JW-2478,P-001805,BIKE,TVS,Shine,2026-01-01,2026-06-18 17:33:18,L-000079,"Warehouse Zone, Salem",REGISTERED,ACTIVE,CR-2026-2018
VREC-002815,V-000388,GJ-25-NL-6351,P-000568,BIKE,Honda,Splendor,2026-01-01,2026-06-29 15:28:12,L-000121,"Residential Colony, Nagercoil",SEEN,ACTIVE,
VREC-002816,V-000689,PB-73-UO-5654,P-001502,BIKE,Bajaj,Pulsar,2026-01-01,2026-03-22 09:32:57,L-000142,"Warehouse Zone, Dindigul",REGISTERED,ACTIVE,CR-2026-2011
VREC-002817,V-000619,AP-39-UT-7175,P-000551,CAR,Hyundai,Verna,2026-01-01,2026-07-22 04:22:46,L-000180,"SIPCOT, Vellore",REGISTERED,ACTIVE,
VREC-002818,V-000101,HR-16-UV-5956,P-001085,TRUCK,Tata,3223,2026-01-01,2026-03-31 10:10:16,L-000023,"Bus Stand, Kanniyakumari",MOVED,ACTIVE,CR-2026-2001
VREC-002819,V-000091,RJ-40-KD-1638,P-000331,TRUCK,Ashok Leyland,Truck 3520,2026-01-01,2026-07-01 08:30:43,L-000138,"Port Area, Madurai",REGISTERED,ACTIVE,CR-2026-2015
VREC-002820,V-000072,MP-85-WO-5376,P-000176,CAR,Hyundai,Swift,2026-01-01,2026-05-31 00:35:58,L-000197,"IT Park, Tirunelveli",SEEN,ACTIVE,
VREC-002821,V-000616,MH-11-SQ-7450,P-000263,CAR,Maruti,Nexon,2026-01-01,2026-08-03 23:26:40,L-000088,"Bus Stand, Hosur",SEEN,INACTIVE,
VREC-002822,V-000486,MH-25-EW-8331,P-001248,CAR,Toyota,Innova,2026-01-01,2026-01-09 01:56:07,L-000175,"Port Area, Tiruchirappalli",SEEN,INACTIVE,
VREC-002823,V-000067,DL-43-GJ-9302,P-000123,CAR,Maruti,Verna,2026-01-01,2026-07-01 11:35:38,L-000084,"Residential Colony, Karur",MOVED,ACTIVE,
VREC-002824,V-000428,BR-46-QQ-4819,P-001582,BIKE,Honda,FZ,2026-01-01,2026-01-25 19:04:07,L-000174,"Warehouse Zone, Thanjavur",REGISTERED,ACTIVE,CR-2026-2012
VREC-002825,V-000231,UP-04-ZA-2748,P-000540,CAR,Mahindra,Swift,2026-01-01,2026-06-24 04:54:46,L-000130,"Auto Nagar, Nagapattinam",MOVED,ACTIVE,CR-2026-2004
VREC-002826,V-000353,BR-49-VR-4950,P-000086,VAN,Force,Eeco,2026-01-01,2026-07-04 19:02:16,L-000015,"SIPCOT, Kanniyakumari",MOVED,ACTIVE,CR-2026-2003
VREC-002827,V-000185,TN-20-ND-8120,P-000862,CAR,Hyundai,Nexon,2026-01-01,2026-03-23 01:53:54,L-000104,"Bypass, Tiruchirappalli",REGISTERED,ACTIVE,CR-2026-2007
VREC-002828,V-000226,KL-92-TO-9621,P-000830,BIKE,Bajaj,FZ,2026-01-01,2026-01-04 22:58:30,L-000077,"Textile Market, Coimbatore",MOVED,ACTIVE,
VREC-002829,V-000665,RJ-92-QA-2738,P-000226,VAN,Mahindra,Supro,2026-01-01,2026-01-29 09:47:42,L-000054,"Warehouse Zone, Cuddalore",MOVED,ACTIVE,
VREC-002830,V-000420,CG-74-IH-4822,P-000897,VAN,Mahindra,Trax,2026-01-01,2026-03-03 10:29:48,L-000105,"Bypass, Tirunelveli",SEEN,ACTIVE,CR-2026-2004
VREC-002831,V-000504,MH-15-UV-9191,P-001284,CAR,Hyundai,Innova,2026-01-01,2026-08-02 04:41:39,L-000095,"Port Area, Nagercoil",MOVED,ACTIVE,
VREC-002832,V-000420,CG-74-IH-4822,P-001405,VAN,Mahindra,Trax,2026-01-01,2026-03-16 23:50:34,L-000099,"SIPCOT, Madurai",REGISTERED,INACTIVE,
VREC-002833,V-000365,TS-17-EA-2614,P-000068,CAR,Tata,Thar,2026-01-01,2026-07-22 01:04:18,L-000166,"Old Town, Thoothukudi",REGISTERED,ACTIVE,CR-2026-2003
VREC-002834,V-000095,KL-64-TH-5648,P-001834,CAR,Tata,City,2026-01-01,2026-08-30 10:47:14,L-000114,"Ring Road, Thanjavur",SEEN,ACTIVE,
VREC-002835,V-000604,MH-05-UG-1830,P-001669,CAR,Honda,City,2026-01-01,2026-05-12 12:36:18,L-000036,"Port Area, Dindigul",MOVED,ACTIVE,
VREC-002836,V-000066,PB-46-QR-8816,P-001124,CAR,Mahindra,Swift,2026-01-01,2026-05-18 14:15:39,L-000114,"Ring Road, Thanjavur",MOVED,ACTIVE,CR-2026-2017
VREC-002837,V-000491,MP-92-UG-1543,P-001766,CAR,Hyundai,Nexon,2026-01-01,2026-06-25 11:24:49,L-000079,"Warehouse Zone, Salem",SEEN,ACTIVE,
VREC-002838,V-000081,MH-72-HZ-4587,P-000203,VAN,Tata,Trax,2026-01-01,2026-08-25 15:23:53,L-000052,"Bus Stand, Erode",SEEN,ACTIVE,CR-2026-2009
VREC-002839,V-000601,MH-08-IC-5545,P-001229,CAR,Tata,City,2026-01-01,2026-08-14 11:49:30,L-000162,"Industrial Estate, Thoothukudi",SEEN,ACTIVE,
VREC-002840,V-000210,TN-08-IZ-1769,P-000133,TRUCK,Bharat Benz,Pro 3015,2026-01-01,2026-06-11 22:51:02,L-000161,"University Road, Salem",REGISTERED,ACTIVE,
VREC-002841,V-000518,CG-06-QT-1246,P-001453,CAR,Toyota,Verna,2026-01-01,2026-06-14 01:43:22,L-000161,"University Road, Salem",MOVED,ACTIVE,
VREC-002842,V-000150,AP-15-MS-4132,P-001695,VAN,Tata,Winger,2026-01-01,2026-01-09 06:45:43,L-000076,"Bus Stand, Cuddalore",MOVED,ACTIVE,
VREC-002843,V-000388,GJ-25-NL-6351,P-000215,BIKE,Honda,Splendor,2026-01-01,2026-08-29 00:32:25,L-000056,"Warehouse Zone, Nagercoil",REGISTERED,ACTIVE,
VREC-002844,V-000311,WB-83-FV-4890,P-000459,CAR,Honda,Nexon,2026-01-01,2026-03-25 02:46:26,L-000183,"Grain Market, Chennai",MOVED,INACTIVE,CR-2026-2002
VREC-002845,V-000695,BR-57-CD-6867,P-000054,CAR,Honda,Thar,2026-01-01,2026-04-23 03:06:50,L-000021,"Old Town, Coimbatore",MOVED,ACTIVE,
VREC-002846,V-000120,GJ-54-FN-4343,P-000069,VAN,Mahindra,Eeco,2026-01-01,2026-07-15 19:45:41,L-000183,"Grain Market, Chennai",REGISTERED,ACTIVE,CR-2026-2009
VREC-002847,V-000243,WB-78-CY-1446,P-000817,CAR,Honda,Thar,2026-01-01,2026-02-19 00:07:54,L-000091,"Industrial Estate, Nagapattinam",MOVED,ACTIVE,CR-2026-2003
VREC-002848,V-000224,UP-28-GY-6817,P-000930,CAR,Toyota,Nexon,2026-01-01,2026-03-22 13:14:40,L-000020,"Residential Colony, Karur",SEEN,ACTIVE,CR-2026-2009
VREC-002849,V-000038,CG-56-ZQ-6608,P-001242,CAR,Mahindra,Innova,2026-01-01,2026-01-30 11:01:58,L-000133,"Old Town, Kanniyakumari",REGISTERED,ACTIVE,
VREC-002850,V-000321,DL-04-UP-9502,P-000095,CAR,Mahindra,Innova,2026-01-01,2026-02-21 20:51:59,L-000133,"Old Town, Kanniyakumari",REGISTERED,ACTIVE,
VREC-002851,V-000373,UP-62-IU-9378,P-001236,CAR,Toyota,Verna,2026-01-01,2026-08-21 04:51:53,L-000041,"Grain Market, Vellore",REGISTERED,INACTIVE,CR-2026-2013
VREC-002852,V-000354,RJ-92-OD-8680,P-000975,CAR,Mahindra,City,2026-01-01,2026-06-07 08:17:14,L-000142,"Warehouse Zone, Dindigul",REGISTERED,ACTIVE,
VREC-002853,V-000160,TN-76-OL-5967,P-001518,BIKE,Honda,Apache,2026-01-01,2026-08-05 07:27:35,L-000079,"Warehouse Zone, Salem",SEEN,ACTIVE,
VREC-002854,V-000232,MH-77-QA-5004,P-001134,BIKE,Hero,Shine,2026-01-01,2026-05-26 02:21:56,L-000122,"Warehouse Zone, Chennai",SEEN,ACTIVE,
VREC-002855,V-000362,RJ-58-TS-8189,P-000652,CAR,Toyota,Verna,2026-01-01,2026-04-26 14:12:27,L-000181,"Highway Junction, Chennai",MOVED,ACTIVE,CR-2026-2008
VREC-002856,V-000212,RJ-71-PP-5079,P-000355,BIKE,Honda,Apache,2026-01-01,2026-08-05 04:47:20,L-000023,"Bus Stand, Kanniyakumari",SEEN,ACTIVE,
VREC-002857,V-000250,KA-14-VL-8397,P-000854,BIKE,Bajaj,FZ,2026-01-01,2026-05-28 18:01:42,L-000160,"Industrial Estate, Thoothukudi",SEEN,ACTIVE,CR-2026-2006
VREC-002858,V-000330,TN-05-YL-3905,P-000151,BIKE,Yamaha,FZ,2026-01-01,2026-03-24 13:40:16,L-000057,"Warehouse Zone, Vellore",MOVED,ACTIVE,
VREC-002859,V-000253,HR-99-TS-7158,P-001168,VAN,Mahindra,Trax,2026-01-01,2026-04-14 18:55:46,L-000009,"Highway Junction, Krishnagiri",SEEN,ACTIVE,
VREC-002860,V-000611,TN-61-JM-1669,P-000493,VAN,Tata,Winger,2026-01-01,2026-04-03 10:18:26,L-000156,"Highway Junction, Hosur",MOVED,ACTIVE,
VREC-002861,V-000257,MH-56-MS-1897,P-000449,CAR,Honda,Swift,2026-01-01,2026-04-01 05:58:02,L-000090,"Warehouse Zone, Salem",MOVED,ACTIVE,
VREC-002862,V-000359,MP-72-JI-7846,P-001673,CAR,Honda,City,2026-01-01,2026-04-15 13:07:08,L-000082,"Highway Junction, Nagercoil",SEEN,ACTIVE,
VREC-002863,V-000116,KA-64-SG-9750,P-000368,BIKE,Hero,Pulsar,2026-01-01,2026-02-17 18:51:34,L-000044,"Old Town, Cuddalore",REGISTERED,ACTIVE,
VREC-002864,V-000584,HR-66-IH-1228,P-001710,CAR,Maruti,Swift,2026-01-01,2026-06-30 05:15:02,L-000073,"Residential Colony, Hosur",REGISTERED,ACTIVE,
VREC-002865,V-000359,MP-72-JI-7846,P-001673,CAR,Honda,City,2026-01-01,2026-05-09 00:35:58,L-000167,"Old Town, Dindigul",SEEN,ACTIVE,
VREC-002866,V-000108,AP-14-PY-9209,P-000293,CAR,Hyundai,Nexon,2026-01-01,2026-07-23 02:34:26,L-000160,"Industrial Estate, Thoothukudi",SEEN,ACTIVE,
VREC-002867,V-000569,UP-39-YX-1199,P-000922,CAR,Toyota,Swift,2026-01-01,2026-08-29 21:58:44,L-000196,"Textile Market, Karur",REGISTERED,ACTIVE,
VREC-002868,V-000427,TN-70-MI-5982,P-000476,BIKE,TVS,Pulsar,2026-01-01,2026-04-17 18:45:30,L-000179,"SIPCOT, Tiruchirappalli",REGISTERED,ACTIVE,CR-2026-2011
VREC-002869,V-000529,MH-36-CT-7599,P-001332,TRUCK,Bharat Benz,Pro 3015,2026-01-01,2026-03-22 12:57:19,L-000015,"SIPCOT, Kanniyakumari",SEEN,ACTIVE,CR-2026-2004
VREC-002870,V-000076,TN-29-OF-9085,P-000173,CAR,Honda,Thar,2026-01-01,2026-07-08 02:57:12,L-000091,"Industrial Estate, Nagapattinam",SEEN,ACTIVE,
VREC-002871,V-000317,KL-44-MF-5271,P-001708,CAR,Honda,Nexon,2026-01-01,2026-02-11 12:45:10,L-000066,"Grain Market, Nagercoil",SEEN,ACTIVE,
VREC-002872,V-000154,KL-44-GO-3365,P-001451,CAR,Honda,Swift,2026-01-01,2026-08-08 13:45:38,L-000052,"Bus Stand, Erode",MOVED,INACTIVE,
VREC-002873,V-000452,GJ-77-RS-9955,P-001742,BIKE,Yamaha,FZ,2026-01-01,2026-01-07 18:07:03,L-000095,"Port Area, Nagercoil",SEEN,ACTIVE,
VREC-002874,V-000386,UP-92-VS-6656,P-000835,CAR,Honda,Innova,2026-01-01,2026-05-23 12:21:46,L-000166,"Old Town, Thoothukudi",REGISTERED,INACTIVE,
VREC-002875,V-000622,MH-13-VQ-9408,P-001115,BIKE,Bajaj,FZ,2026-01-01,2026-07-21 04:35:18,L-000015,"SIPCOT, Kanniyakumari",MOVED,ACTIVE,
VREC-002876,V-000101,HR-16-UV-5956,P-001429,TRUCK,Tata,3223,2026-01-01,2026-03-01 10:41:32,L-000044,"Old Town, Cuddalore",REGISTERED,ACTIVE,
VREC-002877,V-000677,WB-76-GS-6259,P-001938,BIKE,Honda,Splendor,2026-01-01,2026-01-26 09:29:02,L-000098,"Railway Station, Krishnagiri",REGISTERED,ACTIVE,
VREC-002878,V-000533,HR-65-EA-3318,P-000549,CAR,Tata,Thar,2026-01-01,2026-05-14 11:30:34,L-000092,"Old Town, Cuddalore",MOVED,ACTIVE,
