fir_id,case_id,fir_date,incident_date,incident_type,description,location_id,location,jurisdiction,victim_id,complainant_id,primary_person_id,investigator_id,status,severity
FIR-000184,CR-2026-2003,2026-07-13 06:49:17,2026-07-12 01:49:17,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Gold Smuggling probe 03.,L-000092,"Old Town, Cuddalore",CEN-CRIME-UNIT-03,P-001620,P-000635,P-000205,INV-0026,CLOSED,HIGH
FIR-000185,CR-2026-2001,2026-05-12 05:34:33,2026-05-11 23:34:33,EXTORTION,Fictional extortion incident tied to Synthetic Cyber Fraud probe 01.,L-000091,"Industrial Estate, Nagapattinam",WEST-INV-DIV,P-000023,P-001346,P-000626,INV-0150,CLOSED,MEDIUM
FIR-000186,CR-2026-2017,2026-01-27 21:15:19,2026-01-26 11:15:19,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Logistics Crime probe 17.,L-000039,"Port Area, Dindigul",CYBER-CELL-01,P-001207,P-001914,P-001251,INV-0097,UNDER_REVIEW,CRITICAL
FIR-000187,CR-2026-2020,2026-02-01 11:56:02,2026-01-31 20:56:02,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Human Trafficking probe 20.,L-000012,"Bus Stand, Madurai",WEST-INV-DIV,P-001406,P-000668,P-001035,INV-0139,OPEN,HIGH
FIR-000188,CR-2026-2020,2026-01-26 12:29:54,2026-01-23 17:29:54,ASSAULT,Fictional assault incident tied to Synthetic Human Trafficking probe 20.,L-000105,"Bypass, Tirunelveli",SOUTH-POL-SEC,P-000668,P-001007,P-000694,INV-0115,CLOSED,HIGH
FIR-000189,CR-2026-2011,2026-04-14 23:23:16,2026-04-12 22:23:16,THEFT,Fictional theft incident tied to Synthetic Narcotics probe 11.,L-000091,"Industrial Estate, Nagapattinam",FIN-CRIME-CELL,P-001339,P-000603,P-001339,INV-0072,OPEN,HIGH
FIR-000190,CR-2026-2017,2026-02-05 22:20:44,2026-02-05 11:20:44,EXTORTION,Fictional extortion incident tied to Synthetic Logistics Crime probe 17.,L-000009,"Highway Junction, Krishnagiri",CEN-CRIME-UNIT-02,P-000881,P-000562,P-000933,INV-0035,OPEN,MEDIUM
FIR-000191,CR-2026-2014,2026-07-08 11:23:36,2026-07-06 20:23:36,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Logistics Crime probe 14.,L-000096,"Warehouse Zone, Tiruchirappalli",FIN-CRIME-CELL,P-000712,P-001072,P-001995,INV-0089,OPEN,HIGH
FIR-000192,CR-2026-2016,2026-01-12 11:42:48,2026-01-11 05:42:48,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Phone Fraud probe 16.,L-000182,"IT Park, Karur",NARC-BUREAU-01,P-001766,P-000938,P-001072,INV-0069,UNDER_REVIEW,LOW
FIR-000193,CR-2026-2008,2026-03-15 13:22:59,2026-03-14 05:22:59,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Financial Fraud probe 08.,L-000130,"Auto Nagar, Nagapattinam",CEN-CRIME-UNIT-02,P-000786,P-001317,P-000548,INV-0148,UNDER_REVIEW,HIGH
FIR-000194,CR-2026-2010,2026-07-05 05:31:26,2026-07-04 18:31:26,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Vehicle Theft probe 10.,L-000045,"Industrial Estate, Cuddalore",WEST-INV-DIV,P-000134,P-001110,P-000191,INV-0089,OPEN,HIGH
FIR-000195,CR-2026-2011,2026-07-29 03:13:20,2026-07-27 09:13:20,THEFT,Fictional theft incident tied to Synthetic Narcotics probe 11.,L-000121,"Residential Colony, Nagercoil",EAST-INV-DIV,P-000870,P-000870,P-000575,INV-0145,UNDER_REVIEW,HIGH
FIR-000196,CR-2026-2005,2026-05-02 17:25:05,2026-05-02 02:25:05,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Financial Fraud probe 05.,L-000124,"Technology Park, Nagapattinam",FIN-CRIME-CELL,P-000754,P-001656,P-000631,INV-0107,CLOSED,MEDIUM
FIR-000197,CR-2026-2016,2026-08-12 15:20:39,2026-08-11 18:20:39,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Phone Fraud probe 16.,L-000114,"Ring Road, Thanjavur",SOUTH-POL-SEC,P-001072,P-000964,P-000661,INV-0005,CLOSED,MEDIUM
FIR-000198,CR-2026-2001,2026-04-22 07:50:57,2026-04-21 22:50:57,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Cyber Fraud probe 01.,L-000167,"Old Town, Dindigul",FIN-CRIME-CELL,P-001448,P-001448,P-001346,INV-0098,OPEN,MEDIUM
FIR-000199,CR-2026-2007,2026-05-18 07:21:48,2026-05-17 11:21:48,THEFT,Fictional theft incident tied to Synthetic Cyber Fraud probe 07.,L-000153,"University Road, Krishnagiri",CYBER-CELL-01,P-000790,P-001689,P-001863,INV-0131,CLOSED,HIGH
FIR-000200,CR-2026-2002,2026-04-16 23:47:12,2026-04-14 23:47:12,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Phone Fraud probe 02.,L-000172,"Warehouse Zone, Chennai",FIN-CRIME-CELL,P-000126,P-000481,P-000379,INV-0063,CLOSED,HIGH
FIR-000201,CR-2026-2008,2026-08-18 15:46:16,2026-08-18 03:46:16,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Financial Fraud probe 08.,L-000117,"University Road, Dindigul",FIN-CRIME-CELL,P-000548,P-000548,P-000652,INV-0131,CLOSED,HIGH
FIR-000202,CR-2026-2017,2026-04-17 08:34:05,2026-04-14 17:34:05,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Logistics Crime probe 17.,L-000108,"Auto Nagar, Thoothukudi",EAST-INV-DIV,P-001515,P-001042,P-001914,INV-0138,OPEN,CRITICAL
FIR-000203,CR-2026-2010,2026-02-08 01:04:56,2026-02-06 00:04:56,EXTORTION,Fictional extortion incident tied to Synthetic Vehicle Theft probe 10.,L-000130,"Auto Nagar, Nagapattinam",WEST-INV-DIV,P-000134,P-001603,P-001625,INV-0030,UNDER_REVIEW,HIGH
FIR-000204,CR-2026-2009,2026-05-06 18:48:05,2026-05-03 22:48:05,EXTORTION,Fictional extortion incident tied to Synthetic Gold Smuggling probe 09.,L-000075,"Residential Colony, Salem",SOUTH-POL-SEC,P-000360,P-001229,P-000786,INV-0039,UNDER_REVIEW,MEDIUM
FIR-000205,CR-2026-2004,2026-04-11 21:33:20,2026-04-10 03:33:20,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Cyber Fraud probe 04.,L-000078,"Technology Park, Nagercoil",WEST-INV-DIV,P-001133,P-000319,P-000608,INV-0090,OPEN,HIGH
FIR-000206,CR-2026-2014,2026-07-24 23:30:17,2026-07-24 02:30:17,THEFT,Fictional theft incident tied to Synthetic Logistics Crime probe 14.,L-000118,"Textile Market, Chennai",FIN-CRIME-CELL,P-000697,P-001682,P-000676,INV-0074,OPEN,HIGH
FIR-000207,CR-2026-2010,2026-03-20 14:20:38,2026-03-19 22:20:38,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Vehicle Theft probe 10.,L-000165,"Ring Road, Krishnagiri",NORTH-POL-SEC,P-001712,P-000393,P-000393,INV-0065,UNDER_REVIEW,HIGH
FIR-000208,CR-2026-2020,2026-03-16 15:39:10,2026-03-14 02:39:10,THEFT,Fictional theft incident tied to Synthetic Human Trafficking probe 20.,L-000123,"Old Town, Krishnagiri",EAST-INV-DIV,P-001406,P-001406,P-001112,INV-0133,OPEN,CRITICAL
FIR-000209,CR-2026-2010,2026-04-29 18:26:45,2026-04-28 14:26:45,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Vehicle Theft probe 10.,L-000114,"Ring Road, Thanjavur",FIN-CRIME-CELL,P-001685,P-001603,P-001546,INV-0006,OPEN,CRITICAL
FIR-000210,CR-2026-2012,2026-01-04 01:00:03,2026-01-01 08:00:03,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Illegal Trade probe 12.,L-000081,"Textile Market, Karur",CYBER-CELL-01,P-001060,P-000210,P-000615,INV-0149,UNDER_REVIEW,HIGH
FIR-000211,CR-2026-2020,2026-03-05 01:16:49,2026-03-04 10:16:49,EXTORTION,Fictional extortion incident tied to Synthetic Human Trafficking probe 20.,L-000014,"Auto Nagar, Nagapattinam",CYBER-CELL-01,P-001007,P-001406,P-001007,INV-0157,CLOSED,HIGH
FIR-000212,CR-2026-2017,2026-08-11 10:17:19,2026-08-08 18:17:19,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Logistics Crime probe 17.,L-000189,"Industrial Estate, Nagapattinam",SOUTH-POL-SEC,P-000280,P-000824,P-001495,INV-0079,CLOSED,HIGH
FIR-000213,CR-2026-2004,2026-02-12 20:14:55,2026-02-11 17:14:55,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Cyber Fraud probe 04.,L-000009,"Highway Junction, Krishnagiri",NARC-BUREAU-01,P-000555,P-001559,P-000323,INV-0039,UNDER_REVIEW,MEDIUM
FIR-000214,CR-2026-2003,2026-01-08 14:51:58,2026-01-06 21:51:58,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Gold Smuggling probe 03.,L-000102,"Industrial Estate, Hosur",EAST-INV-DIV,P-001826,P-001329,P-001115,INV-0011,CLOSED,MEDIUM
FIR-000215,CR-2026-2012,2026-02-05 06:59:11,2026-02-02 12:59:11,ASSAULT,Fictional assault incident tied to Synthetic Illegal Trade probe 12.,L-000016,"University Road, Karur",CEN-CRIME-UNIT-02,P-001239,P-000428,P-000210,INV-0121,UNDER_REVIEW,HIGH
FIR-000216,CR-2026-2009,2026-07-15 13:38:38,2026-07-14 15:38:38,SMUGGLING,Fictional smuggling incident tied to Synthetic Gold Smuggling probe 09.,L-000007,"Ring Road, Krishnagiri",EAST-INV-DIV,P-001299,P-000355,P-000984,INV-0144,CLOSED,CRITICAL
FIR-000217,CR-2026-2012,2026-04-22 16:19:51,2026-04-21 12:19:51,ASSAULT,Fictional assault incident tied to Synthetic Illegal Trade probe 12.,L-000169,"University Road, Tirunelveli",NORTH-POL-SEC,P-000488,P-001104,P-001382,INV-0094,CLOSED,MEDIUM
FIR-000218,CR-2026-2012,2026-08-16 01:12:20,2026-08-13 18:12:20,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Illegal Trade probe 12.,L-000151,"Warehouse Zone, Salem",SOUTH-POL-SEC,P-000472,P-000528,P-001382,INV-0106,OPEN,CRITICAL
FIR-000219,CR-2026-2018,2026-06-08 16:03:51,2026-06-08 11:03:51,ASSAULT,Fictional assault incident tied to Synthetic Human Trafficking probe 18.,L-000079,"Warehouse Zone, Salem",WEST-INV-DIV,P-000535,P-001748,P-001435,INV-0118,CLOSED,HIGH
FIR-000220,CR-2026-2018,2026-05-02 01:10:37,2026-05-01 10:10:37,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Human Trafficking probe 18.,L-000009,"Highway Junction, Krishnagiri",NARC-BUREAU-01,P-001787,P-000219,P-001273,INV-0034,OPEN,HIGH
FIR-000221,CR-2026-2015,2026-09-02 07:55:35,2026-09-01 09:55:35,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Cyber Fraud probe 15.,L-000072,"Warehouse Zone, Erode",CYBER-CELL-01,P-001773,P-001773,P-001801,INV-0060,CLOSED,HIGH
FIR-000222,CR-2026-2020,2026-08-01 09:03:29,2026-08-01 03:03:29,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Human Trafficking probe 20.,L-000179,"SIPCOT, Tiruchirappalli",WEST-INV-DIV,P-000535,P-001357,P-000600,INV-0007,OPEN,MEDIUM
FIR-000223,CR-2026-2016,2026-07-24 17:05:37,2026-07-23 18:05:37,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Phone Fraud probe 16.,L-000023,"Bus Stand, Kanniyakumari",CEN-CRIME-UNIT-03,P-000010,P-001126,P-000964,INV-0011,CLOSED,HIGH
FIR-000224,CR-2026-2004,2026-04-07 12:12:25,2026-04-06 00:12:25,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Cyber Fraud probe 04.,L-000052,"Bus Stand, Erode",EAST-INV-DIV,P-001133,P-000323,P-001371,INV-0154,OPEN,LOW
FIR-000225,CR-2026-2003,2026-08-05 14:28:35,2026-08-04 21:28:35,THEFT,Fictional theft incident tied to Synthetic Gold Smuggling probe 03.,L-000153,"University Road, Krishnagiri",CEN-CRIME-UNIT-02,P-001329,P-000635,P-001115,INV-0054,OPEN,CRITICAL
FIR-000226,CR-2026-2019,2026-05-10 18:13:49,2026-05-10 11:13:49,SMUGGLING,Fictional smuggling incident tied to Synthetic Financial Fraud probe 19.,L-000060,"Market Road, Salem",CYBER-CELL-01,P-001937,P-001073,P-000211,INV-0022,OPEN,MEDIUM
FIR-000227,CR-2026-2008,2026-02-14 16:08:14,2026-02-13 21:08:14,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Financial Fraud probe 08.,L-000024,"Bus Stand, Tiruchirappalli",CYBER-CELL-01,P-000056,P-000652,P-000548,INV-0091,CLOSED,HIGH
FIR-000228,CR-2026-2013,2026-03-29 17:10:00,2026-03-27 20:10:00,EXTORTION,Fictional extortion incident tied to Synthetic Narcotics probe 13.,L-000065,"Textile Market, Coimbatore",CEN-CRIME-UNIT-03,P-000894,P-001254,P-001663,INV-0142,CLOSED,HIGH
FIR-000229,CR-2026-2004,2026-01-27 16:42:19,2026-01-27 11:42:19,SMUGGLING,Fictional smuggling incident tied to Synthetic Cyber Fraud probe 04.,L-000091,"Industrial Estate, Nagapattinam",NARC-BUREAU-01,P-001788,P-001559,P-000319,INV-0082,OPEN,MEDIUM
FIR-000230,CR-2026-2001,2026-06-15 08:36:46,2026-06-12 23:36:46,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Cyber Fraud probe 01.,L-000102,"Industrial Estate, Hosur",SOUTH-POL-SEC,P-000981,P-001346,P-001447,INV-0086,CLOSED,HIGH
FIR-000231,CR-2026-2011,2026-05-27 06:15:58,2026-05-26 10:15:58,THEFT,Fictional theft incident tied to Synthetic Narcotics probe 11.,L-000054,"Warehouse Zone, Cuddalore",CEN-CRIME-UNIT-01,P-000776,P-001759,P-001293,INV-0053,OPEN,CRITICAL
FIR-000232,CR-2026-2014,2026-01-24 04:51:26,2026-01-21 05:51:26,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Logistics Crime probe 14.,L-000016,"University Road, Karur",CYBER-CELL-01,P-000697,P-001653,P-001747,INV-0146,CLOSED,MEDIUM
FIR-000233,CR-2026-2013,2026-05-21 09:19:35,2026-05-18 15:19:35,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Narcotics probe 13.,L-000082,"Highway Junction, Nagercoil",SOUTH-POL-SEC,P-000891,P-001040,P-000781,INV-0137,OPEN,HIGH
FIR-000234,CR-2026-2010,2026-01-15 06:55:38,2026-01-13 12:55:38,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Vehicle Theft probe 10.,L-000051,"Port Area, Nagapattinam",CYBER-CELL-01,P-001625,P-001710,P-001685,INV-0068,CLOSED,HIGH
FIR-000235,CR-2026-2008,2026-04-12 18:26:29,2026-04-11 18:26:29,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Financial Fraud probe 08.,L-000020,"Residential Colony, Karur",NORTH-POL-SEC,P-001317,P-001535,P-001535,INV-0119,CLOSED,HIGH
FIR-000236,CR-2026-2006,2026-07-06 23:37:16,2026-07-05 17:37:16,THEFT,Fictional theft incident tied to Synthetic Logistics Crime probe 06.,L-000147,"Port Area, Tiruchirappalli",WEST-INV-DIV,P-000633,P-000656,P-000017,INV-0004,OPEN,MEDIUM
FIR-000237,CR-2026-2012,2026-05-05 21:07:01,2026-05-02 21:07:01,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Illegal Trade probe 12.,L-000136,"Bus Stand, Dindigul",NORTH-POL-SEC,P-001951,P-001951,P-000760,INV-0076,OPEN,LOW
FIR-000238,CR-2026-2001,2026-08-10 18:49:35,2026-08-09 02:49:35,SMUGGLING,Fictional smuggling incident tied to Synthetic Cyber Fraud probe 01.,L-000020,"Residential Colony, Karur",NORTH-POL-SEC,P-000023,P-001447,P-001346,INV-0089,OPEN,HIGH
FIR-000239,CR-2026-2020,2026-07-03 09:38:49,2026-06-30 17:38:49,THEFT,Fictional theft incident tied to Synthetic Human Trafficking probe 20.,L-000151,"Warehouse Zone, Salem",SOUTH-POL-SEC,P-001933,P-001357,P-001337,INV-0133,OPEN,HIGH
FIR-000240,CR-2026-2007,2026-08-20 17:38:57,2026-08-19 09:38:57,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Cyber Fraud probe 07.,L-000079,"Warehouse Zone, Salem",CYBER-CELL-01,P-001847,P-001718,P-001367,INV-0156,UNDER_REVIEW,HIGH
FIR-000241,CR-2026-2019,2026-06-14 14:54:27,2026-06-12 20:54:27,SMUGGLING,Fictional smuggling incident tied to Synthetic Financial Fraud probe 19.,L-000188,"Railway Station, Chennai",SOUTH-POL-SEC,P-001631,P-001949,P-001631,INV-0128,OPEN,CRITICAL
FIR-000242,CR-2026-2014,2026-04-09 12:48:03,2026-04-08 11:48:03,EXTORTION,Fictional extortion incident tied to Synthetic Logistics Crime probe 14.,L-000121,"Residential Colony, Nagercoil",NARC-BUREAU-01,P-001682,P-001298,P-000419,INV-0098,OPEN,MEDIUM
FIR-000243,CR-2026-2011,2026-08-28 03:35:17,2026-08-27 07:35:17,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Narcotics probe 11.,L-000121,"Residential Colony, Nagercoil",CEN-CRIME-UNIT-03,P-001339,P-000260,P-001050,INV-0092,CLOSED,CRITICAL
FIR-000244,CR-2026-2015,2026-03-08 09:06:44,2026-03-08 00:06:44,EXTORTION,Fictional extortion incident tied to Synthetic Cyber Fraud probe 15.,L-000130,"Auto Nagar, Nagapattinam",FIN-CRIME-CELL,P-001773,P-001887,P-000875,INV-0041,OPEN,MEDIUM
FIR-000245,CR-2026-2011,2026-04-10 17:21:03,2026-04-09 18:21:03,EXTORTION,Fictional extortion incident tied to Synthetic Narcotics probe 11.,L-000078,"Technology Park, Nagercoil",EAST-INV-DIV,P-001293,P-000005,P-001293,INV-0142,UNDER_REVIEW,HIGH
FIR-000246,CR-2026-2005,2026-03-11 01:47:39,2026-03-08 15:47:39,EXTORTION,Fictional extortion incident tied to Synthetic Financial Fraud probe 05.,L-000056,"Warehouse Zone, Nagercoil",NARC-BUREAU-01,P-000187,P-001656,P-000843,INV-0150,CLOSED,CRITICAL
FIR-000247,CR-2026-2010,2026-01-11 12:44:38,2026-01-10 04:44:38,THEFT,Fictional theft incident tied to Synthetic Vehicle Theft probe 10.,L-000114,"Ring Road, Thanjavur",CEN-CRIME-UNIT-03,P-001281,P-001710,P-001685,INV-0115,CLOSED,MEDIUM
FIR-000248,CR-2026-2013,2026-08-12 14:51:16,2026-08-11 02:51:16,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Narcotics probe 13.,L-000125,"Textile Market, Hosur",FIN-CRIME-CELL,P-000077,P-001933,P-001040,INV-0111,UNDER_REVIEW,MEDIUM
FIR-000249,CR-2026-2015,2026-03-08 03:57:11,2026-03-07 15:57:11,THEFT,Fictional theft incident tied to Synthetic Cyber Fraud probe 15.,L-000054,"Warehouse Zone, Cuddalore",SOUTH-POL-SEC,P-001790,P-000983,P-001773,INV-0086,CLOSED,HIGH
FIR-000250,CR-2026-2008,2026-06-09 21:00:15,2026-06-08 22:00:15,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Financial Fraud probe 08.,L-000072,"Warehouse Zone, Erode",FIN-CRIME-CELL,P-000409,P-001317,P-000655,INV-0126,CLOSED,HIGH
FIR-000251,CR-2026-2003,2026-05-17 12:04:30,2026-05-15 11:04:30,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Gold Smuggling probe 03.,L-000181,"Highway Junction, Chennai",FIN-CRIME-CELL,P-001826,P-001329,P-001115,INV-0018,OPEN,HIGH
FIR-000252,CR-2026-2012,2026-06-16 14:18:59,2026-06-14 16:18:59,ASSAULT,Fictional assault incident tied to Synthetic Illegal Trade probe 12.,L-000070,"Warehouse Zone, Thanjavur",WEST-INV-DIV,P-001382,P-000968,P-000428,INV-0146,UNDER_REVIEW,HIGH
FIR-000253,CR-2026-2002,2026-08-31 23:43:06,2026-08-29 09:43:06,EXTORTION,Fictional extortion incident tied to Synthetic Phone Fraud probe 02.,L-000038,"Bus Stand, Madurai",NORTH-POL-SEC,P-000554,P-001506,P-000352,INV-0132,CLOSED,MEDIUM
FIR-000254,CR-2026-2009,2026-03-26 03:52:03,2026-03-25 05:52:03,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Gold Smuggling probe 09.,L-000165,"Ring Road, Krishnagiri",CYBER-CELL-01,P-001101,P-000711,P-000073,INV-0136,OPEN,CRITICAL
FIR-000255,CR-2026-2003,2026-05-29 06:31:41,2026-05-28 18:31:41,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Gold Smuggling probe 03.,L-000016,"University Road, Karur",CYBER-CELL-01,P-000205,P-001826,P-000205,INV-0151,OPEN,MEDIUM
FIR-000256,CR-2026-2009,2026-06-26 16:07:12,2026-06-26 07:07:12,FINANCIAL_FRAUD,Fictional financial fraud incident tied to Synthetic Gold Smuggling probe 09.,L-000023,"Bus Stand, Kanniyakumari",NORTH-POL-SEC,P-000475,P-000192,P-000073,INV-0070,CLOSED,HIGH
FIR-000257,CR-2026-2007,2026-08-05 12:34:31,2026-08-04 15:34:31,SMUGGLING,Fictional smuggling incident tied to Synthetic Cyber Fraud probe 07.,L-000185,"Bypass, Vellore",CEN-CRIME-UNIT-03,P-000192,P-001402,P-000115,INV-0124,OPEN,HIGH
FIR-000258,CR-2026-2019,2026-06-08 02:08:54,2026-06-05 20:08:54,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Financial Fraud probe 19.,L-000144,"Technology Park, Nagapattinam",FIN-CRIME-CELL,P-000211,P-000984,P-001910,INV-0010,OPEN,HIGH
FIR-000259,CR-2026-2012,2026-04-07 13:33:11,2026-04-06 15:33:11,ASSAULT,Fictional assault incident tied to Synthetic Illegal Trade probe 12.,L-000012,"Bus Stand, Madurai",CEN-CRIME-UNIT-03,P-000968,P-001651,P-000472,INV-0073,OPEN,HIGH
FIR-000260,CR-2026-2017,2026-06-15 18:29:00,2026-06-14 00:29:00,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Logistics Crime probe 17.,L-000096,"Warehouse Zone, Tiruchirappalli",CYBER-CELL-01,P-000824,P-001635,P-001366,INV-0073,OPEN,HIGH
FIR-000261,CR-2026-2001,2026-01-05 04:23:31,2026-01-03 05:23:31,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Cyber Fraud probe 01.,L-000020,"Residential Colony, Karur",CEN-CRIME-UNIT-01,P-001997,P-000370,P-000464,INV-0029,UNDER_REVIEW,MEDIUM
FIR-000262,CR-2026-2004,2026-03-17 16:40:57,2026-03-16 05:40:57,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Cyber Fraud probe 04.,L-000021,"Old Town, Coimbatore",CEN-CRIME-UNIT-01,P-001371,P-001747,P-001747,INV-0018,UNDER_REVIEW,MEDIUM
FIR-000263,CR-2026-2016,2026-03-31 21:21:24,2026-03-31 10:21:24,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Phone Fraud probe 16.,L-000188,"Railway Station, Chennai",WEST-INV-DIV,P-001766,P-000673,P-000938,INV-0141,CLOSED,MEDIUM
FIR-000264,CR-2026-2004,2026-07-02 08:51:55,2026-07-01 14:51:55,ASSAULT,Fictional assault incident tied to Synthetic Cyber Fraud probe 04.,L-000021,"Old Town, Coimbatore",WEST-INV-DIV,P-000064,P-001788,P-000608,INV-0045,UNDER_REVIEW,HIGH
FIR-000265,CR-2026-2014,2026-01-20 04:59:43,2026-01-17 07:59:43,EXTORTION,Fictional extortion incident tied to Synthetic Logistics Crime probe 14.,L-000039,"Port Area, Dindigul",FIN-CRIME-CELL,P-001653,P-001183,P-001682,INV-0135,CLOSED,MEDIUM
FIR-000266,CR-2026-2016,2026-02-13 11:29:06,2026-02-12 07:29:06,ASSAULT,Fictional assault incident tied to Synthetic Phone Fraud probe 16.,L-000091,"Industrial Estate, Nagapattinam",CEN-CRIME-UNIT-01,P-001126,P-001231,P-000256,INV-0113,OPEN,LOW
FIR-000267,CR-2026-2008,2026-04-27 05:46:07,2026-04-25 21:46:07,CROSS_BORDER_TRADE,Fictional cross border trade incident tied to Synthetic Financial Fraud probe 08.,L-000018,"Bus Stand, Madurai",EAST-INV-DIV,P-001535,P-000786,P-000548,INV-0061,CLOSED,MEDIUM
FIR-000268,CR-2026-2017,2026-08-03 07:34:28,2026-08-02 17:34:28,THEFT,Fictional theft incident tied to Synthetic Logistics Crime probe 17.,L-000020,"Residential Colony, Karur",CEN-CRIME-UNIT-03,P-000435,P-000881,P-000435,INV-0082,OPEN,HIGH
FIR-000269,CR-2026-2012,2026-03-31 08:41:24,2026-03-29 00:41:24,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Illegal Trade probe 12.,L-000181,"Highway Junction, Chennai",NARC-BUREAU-01,P-000615,P-000488,P-000428,INV-0037,CLOSED,MEDIUM
FIR-000270,CR-2026-2008,2026-02-12 11:03:44,2026-02-11 08:03:44,THEFT,Fictional theft incident tied to Synthetic Financial Fraud probe 08.,L-000021,"Old Town, Coimbatore",FIN-CRIME-CELL,P-001263,P-000056,P-001263,INV-0097,CLOSED,HIGH
FIR-000271,CR-2026-2015,2026-08-01 17:37:07,2026-07-30 20:37:07,RECOVERY_NOTICE,Fictional recovery notice incident tied to Synthetic Cyber Fraud probe 15.,L-000102,"Industrial Estate, Hosur",CEN-CRIME-UNIT-03,P-000017,P-001790,P-001240,INV-0063,OPEN,MEDIUM
FIR-000272,CR-2026-2010,2026-06-03 19:48:57,2026-06-02 17:48:57,FRAUDULENT_TRANSFER,Fictional fraudulent transfer incident tied to Synthetic Vehicle Theft probe 10.,L-000113,"Old Town, Tirunelveli",CEN-CRIME-UNIT-01,P-001273,P-001546,P-001685,INV-0071,CLOSED,HIGH
FIR-000273,CR-2026-2009,2026-03-22 10:46:39,2026-03-20 07:46:39,SMUGGLING,Fictional smuggling incident tied to Synthetic Gold Smuggling probe 09.,L-000016,"University Road, Karur",EAST-INV-DIV,P-000711,P-000782,P-000479,INV-0140,CLOSED,CRITICAL
FIR-000274,CR-2026-2013,2026-04-24 19:24:33,2026-04-22 23:24:33,ASSAULT,Fictional assault incident tied to Synthetic Narcotics probe 13.,L-000151,"Warehouse Zone, Salem",FIN-CRIME-CELL,P-001935,P-001933,P-001933,INV-0155,CLOSED,CRITICAL
FIR-000275,CR-2026-2017,2026-03-15 19:50:23,2026-03-14 21:50:23,SMUGGLING,Fictional smuggling incident tied to Synthetic Logistics Crime probe 17.,L-000001,"Old Town, Erode",CYBER-CELL-01,P-001322,P-001945,P-000697,INV-0002,UNDER_REVIEW,MEDIUM
FIR-000276,CR-2026-2008,2026-09-01 08:45:23,2026-08-30 10:45:23,EXTORTION,Fictional extortion incident tied to Synthetic Financial Fraud probe 08.,L-000003,"University Road, Erode",FIN-CRIME-CELL,P-000786,P-001263,P-000652,INV-0003,OPEN,MEDIUM
